releaseNo,releaseNoY,year,numbers,total,avg,single,prize,wonPersonCount
385,106046,2017/5/26(星期五),08141619213520,113,19,3單3雙,0,0
386,106045,2017/5/23(星期二),02101522263242,107,18,1單5雙,0,0
387,106044,2017/5/19(星期五),15162123284614,149,25,3單3雙,0,0
388,106043,2017/5/16(星期二),05060714294624,107,18,3單3雙,0,0
389,106042,2017/5/12(星期五),02091822253514,111,19,3單3雙,0,0
390,106041,2017/5/9(星期二),16172021324015,146,24,2單4雙,0,0
391,106040,2017/5/5(星期五),01091819344911,130,22,4單2雙,0,0
392,106039,2017/5/2(星期二),14232427363913,163,27,3單3雙,0,0
393,106038,2017/4/28(星期五),01031931324243,128,21,4單2雙,0,0
394,106037,2017/4/25(星期二),16173032354126,171,29,3單3雙,0,0
395,106036,2017/4/21(星期五),05152223283925,132,22,4單2雙,0,0
396,106035,2017/4/18(星期二),14212535363918,170,28,4單2雙,0,0
397,106034,2017/4/14(星期五),02030423294214,103,17,3單3雙,0,0
398,106033,2017/4/11(星期二),09223136404708,185,31,3單3雙,0,0
399,106032,2017/4/7(星期五),19233132374926,191,32,5單1雙,153655360,1
400,106031,2017/4/4(星期二),05173334434404,176,29,4單2雙,0,0
401,106030,2017/3/31(星期五),17182224253839,144,24,2單4雙,0,0
402,106029,2017/3/28(星期二),21223237424438,198,33,2單4雙,0,0
403,106028,2017/3/24(星期五),24363941454922,234,39,4單2雙,0,0
404,106027,2017/3/21(星期二),08162732434407,170,28,2單4雙,0,0
405,106026,2017/3/17(星期五),04172536404408,166,28,2單4雙,0,0
406,106025,2017/3/14(星期二),15172032333921,156,26,4單2雙,214282376,1
407,106024,2017/3/10(星期五),11122135414801,168,28,4單2雙,0,0
408,106023,2017/3/7(星期二),06122231414402,156,26,2單4雙,0,0
409,106022,2017/3/3(星期五),02162037434810,166,28,2單4雙,0,0
410,106021,2017/2/28(星期二),06141519304331,127,21,3單3雙,0,0
411,106020,2017/2/24(星期五),12163538414701,189,32,3單3雙,0,0
412,106019,2017/2/21(星期二),08101532394843,152,25,2單4雙,0,0
413,106018,2017/2/17(星期五),06162123464939,161,27,3單3雙,0,0
414,106017,2017/2/14(星期二),10112123283724,130,22,4單2雙,0,0
415,106016,2017/2/10(星期五),07111215242606,95,16,3單3雙,100000000,1
416,106015,2017/2/7(星期二),06181923324921,147,25,3單3雙,100000000,1
417,106014,2017/2/3(星期五),02112529303320,130,22,4單2雙,50000000,2
418,106013,2017/2/1(星期三),04091132434744,146,24,4單2雙,233460969,1
419,106012,2017/1/31(星期二),04111628334617,138,23,2單4雙,0,0
420,106011,2017/1/30(星期一),10192629434520,172,29,4單2雙,0,0
421,106010,2017/1/29(星期日),03080912142246,68,11,2單4雙,33333333,3
422,106009,2017/1/28(星期六),01192025303202,127,21,3單3雙,100000000,1
423,106008,2017/1/27(星期五),01050731354942,128,21,6單0雙,217869179,1
424,106007,2017/1/24(星期二),01091731334849,139,23,5單1雙,0,0
425,106006,2017/1/20(星期五),01051618314113,112,19,4單2雙,0,0
426,106005,2017/1/17(星期二),04121728344007,135,23,1單5雙,0,0
427,106004,2017/1/13(星期五),14192125273822,144,24,4單2雙,0,0
428,106003,2017/1/10(星期二),04131437394631,153,26,3單3雙,0,0
429,106002,2017/1/6(星期五),12143235404317,176,29,2單4雙,214873536,1
430,106001,2017/1/3(星期二),18224142474945,219,37,3單3雙,0,0
431,105111,2016/12/30(星期五),06073537384712,170,28,4單2雙,0,0
432,105110,2016/12/27(星期二),10252629314002,161,27,3單3雙,0,0
433,105109,2016/12/23(星期五),08232838414230,180,30,2單4雙,0,0
434,105108,2016/12/20(星期二),01293536444606,191,32,3單3雙,0,0
435,105107,2016/12/16(星期五),11192534364208,167,28,3單3雙,0,0
436,105106,2016/12/13(星期二),19293336394906,205,34,5單1雙,0,0
437,105105,2016/12/9(星期五),12283842444902,213,36,1單5雙,0,0
438,105104,2016/12/6(星期二),27303241444642,220,37,2單4雙,0,0
439,105103,2016/12/2(星期五),05252634404947,179,30,3單3雙,100000000,1
440,105102,2016/11/29(星期二),03212628384042,156,26,2單4雙,0,0
441,105101,2016/11/25(星期五),01032228374210,133,22,3單3雙,0,0
442,105100,2016/11/22(星期二),01212425344419,149,25,3單3雙,0,0
443,105099,2016/11/18(星期五),06182425263419,133,22,1單5雙,100000000,1
444,105098,2016/11/15(星期二),07082533414306,157,26,5單1雙,0,0
445,105097,2016/11/11(星期五),02070822283220,99,17,1單5雙,100000000,1
446,105096,2016/11/8(星期二),03061117224944,108,18,4單2雙,0,0
447,105095,2016/11/4(星期五),02031728384921,137,23,3單3雙,0,0
448,105094,2016/11/1(星期二),10111520314944,136,23,4單2雙,0,0
449,105093,2016/10/28(星期五),01101333373840,132,22,4單2雙,116077893,1
450,105092,2016/10/25(星期二),05152527333443,139,23,5單1雙,0,0
451,105091,2016/10/21(星期五),02082132333715,133,22,3單3雙,0,0
452,105090,2016/10/18(星期二),14151624444721,160,27,2單4雙,0,0
453,105089,2016/10/14(星期五),10232930444707,183,31,3單3雙,0,0
454,105088,2016/10/11(星期二),02081314373938,113,19,3單3雙,397533937,2
455,105087,2016/10/7(星期五),10163033374243,168,28,2單4雙,0,0
456,105086,2016/10/4(星期二),11233035404407,183,31,3單3雙,0,0
457,105085,2016/9/30(星期五),04103138404805,171,29,1單5雙,0,0
458,105084,2016/9/27(星期二),14151635464802,174,29,2單4雙,0,0
459,105083,2016/9/23(星期五),01022931334340,139,23,5單1雙,0,0
460,105082,2016/9/20(星期二),04071722444532,139,23,3單3雙,0,0
461,105081,2016/9/16(星期五),17233031344936,184,31,4單2雙,0,0
462,105080,2016/9/13(星期二),03162233404139,155,26,3單3雙,0,0
463,105079,2016/9/9(星期五),01123536414421,169,28,3單3雙,0,0
464,105078,2016/9/6(星期二),04072023284535,127,21,3單3雙,0,0
465,105077,2016/9/2(星期五),09112021454642,152,25,4單2雙,0,0
466,105076,2016/8/30(星期二),01111827364626,139,23,3單3雙,0,0
467,105075,2016/8/26(星期五),09283441424906,203,34,3單3雙,0,0
468,105074,2016/8/23(星期二),25263738444831,218,36,2單4雙,0,0
469,105073,2016/8/19(星期五),05192644464836,188,31,2單4雙,0,0
470,105072,2016/8/16(星期二),05141520272935,110,18,4單2雙,0,0
471,105071,2016/8/12(星期五),08203335424310,181,30,3單3雙,0,0
472,105070,2016/8/9(星期二),15173035374541,179,30,5單1雙,0,0
473,105069,2016/8/5(星期五),01022227354033,127,21,3單3雙,271720432,1
474,105068,2016/8/2(星期二),04152022282901,118,20,2單4雙,0,0
475,105067,2016/7/29(星期五),09152728304113,150,25,4單2雙,0,0
476,105066,2016/7/26(星期二),09151922354137,141,24,5單1雙,0,0
477,105065,2016/7/22(星期五),02101727334915,138,23,4單2雙,0,0
478,105064,2016/7/19(星期二),07133340454639,184,31,4單2雙,0,0
479,105063,2016/7/15(星期五),24252933353849,184,31,4單2雙,0,0
480,105062,2016/7/12(星期二),25313442434605,221,37,3單3雙,0,0
481,105061,2016/7/8(星期五),09101319233538,109,18,5單1雙,0,0
482,105060,2016/7/5(星期二),06091517404724,134,22,4單2雙,0,0
483,105059,2016/7/1(星期五),08202434414332,170,28,2單4雙,0,0
484,105058,2016/6/28(星期二),07082539454638,170,28,4單2雙,0,0
485,105057,2016/6/24(星期五),14172728394118,166,28,4單2雙,0,0
486,105056,2016/6/21(星期二),02273435364926,183,31,3單3雙,0,0
487,105055,2016/6/17(星期五),07101720213149,106,18,4單2雙,170123753,1
488,105054,2016/6/14(星期二),12131633353718,146,24,4單2雙,0,0
489,105053,2016/6/10(星期五),04131522234803,125,21,3單3雙,0,0
490,105052,2016/6/7(星期二),05082331394419,150,25,4單2雙,0,0
491,105051,2016/6/3(星期五),03102733414407,158,26,4單2雙,0,0
492,105050,2016/5/31(星期二),01020532454643,131,22,3單3雙,0,0
493,105049,2016/5/27(星期五),02091316243941,103,17,3單3雙,0,0
494,105048,2016/5/24(星期二),06081321333945,120,20,4單2雙,130779518,1
495,105047,2016/5/20(星期五),05102530404326,153,26,3單3雙,0,0
496,105046,2016/5/17(星期二),02032023344240,124,21,2單4雙,0,0
497,105045,2016/5/13(星期五),03102231353837,139,23,3單3雙,0,0
498,105044,2016/5/10(星期二),03040822363807,111,19,1單5雙,0,0
499,105043,2016/5/6(星期五),01263739424841,193,32,3單3雙,0,0
500,105042,2016/5/3(星期二),01071740414333,149,25,5單1雙,0,0
501,105041,2016/4/29(星期五),08142731364003,156,26,2單4雙,100000000,1
502,105040,2016/4/26(星期二),06122125344328,141,24,3單3雙,0,0
503,105039,2016/4/22(星期五),12192333464829,181,30,3單3雙,0,0
504,105038,2016/4/19(星期二),12213941464714,206,34,4單2雙,0,0
505,105037,2016/4/15(星期五),09131728454703,159,27,5單1雙,100000000,1
506,105036,2016/4/12(星期二),11141939454923,177,30,5單1雙,0,0
507,105035,2016/4/8(星期五),02071330364543,133,22,3單3雙,0,0
508,105034,2016/4/5(星期二),14232632384303,176,29,2單4雙,100000000,1
509,105033,2016/4/1(星期五),08121629373940,141,24,3單3雙,0,0
510,105032,2016/3/29(星期二),01171834464725,163,27,3單3雙,0,0
511,105031,2016/3/25(星期五),07112237404120,158,26,4單2雙,0,0
512,105030,2016/3/22(星期二),07111620303306,117,20,3單3雙,106842386,2
513,105029,2016/3/18(星期五),01030418254713,98,16,4單2雙,0,0
514,105028,2016/3/15(星期二),06143042474818,187,31,1單5雙,0,0
515,105027,2016/3/11(星期五),09163034364931,174,29,2單4雙,0,0
516,105026,2016/3/8(星期二),03273035394132,175,29,5單1雙,0,0
517,105025,2016/3/4(星期五),05071217222904,92,15,4單2雙,0,0
518,105024,2016/3/1(星期二),07141722233412,117,20,3單3雙,0,0
519,105023,2016/2/26(星期五),03091721414627,137,23,5單1雙,0,0
520,105022,2016/2/23(星期二),10141920434522,151,25,3單3雙,0,0
521,105021,2016/2/19(星期五),11202330394449,167,28,3單3雙,0,0
522,105020,2016/2/16(星期二),11232933344006,170,28,4單2雙,132025917,1
523,105019,2016/2/14(星期日),01031620212622,87,15,3單3雙,155977112,1
524,105018,2016/2/13(星期六),04061829354820,140,23,2單4雙,0,0
525,105017,2016/2/12(星期五),06101122324504,126,21,2單4雙,0,0
526,105016,2016/2/11(星期四),03132930344828,157,26,3單3雙,110178481,1
527,105015,2016/2/10(星期三),18192232444709,182,30,2單4雙,0,0
528,105014,2016/2/9(星期二),09242531374512,171,29,5單1雙,122101338,1
529,105013,2016/2/8(星期一),08121316273224,108,18,2單4雙,0,0
530,105012,2016/2/7(星期日),04112125353743,133,22,5單1雙,252910675,1
531,105011,2016/2/5(星期五),04052630384128,144,24,2單4雙,0,0
532,105010,2016/2/2(星期二),15212326434834,176,29,4單2雙,0,0
533,105009,2016/1/29(星期五),16353844454827,226,38,2單4雙,0,0
534,105008,2016/1/26(星期二),11131735394602,161,27,5單1雙,0,0
535,105007,2016/1/22(星期五),10151720434637,151,25,3單3雙,0,0
536,105006,2016/1/19(星期二),04091423444641,140,23,2單4雙,0,0
537,105005,2016/1/15(星期五),06111617274235,119,20,3單3雙,0,0
538,105004,2016/1/12(星期二),05151839404437,161,27,3單3雙,0,0
539,105003,2016/1/8(星期五),03101328444801,146,24,2單4雙,0,0
540,105002,2016/1/5(星期二),01030715253321,84,14,6單0雙,100000000,1
541,105001,2016/1/1(星期五),16192429414332,172,29,4單2雙,0,0
542,104109,2015/12/29(星期二),01081330324211,126,21,2單4雙,0,0
543,104108,2015/12/25(星期五),03071112163013,79,13,3單3雙,0,0
544,104107,2015/12/22(星期二),08121329374943,148,25,4單2雙,100000000,1
545,104106,2015/12/18(星期五),05061115182531,80,13,4單2雙,0,0
546,104105,2015/12/15(星期二),04111822233119,109,18,3單3雙,0,0
547,104104,2015/12/11(星期五),01042529424311,144,24,4單2雙,0,0
548,104103,2015/12/8(星期二),08153236404303,174,29,2單4雙,100000000,1
549,104102,2015/12/4(星期五),16213437414729,196,33,4單2雙,0,0
550,104101,2015/12/1(星期二),06131519374122,131,22,5單1雙,0,0
551,104100,2015/11/27(星期五),04052325404111,138,23,4單2雙,0,0
552,104099,2015/11/24(星期二),01091328294845,128,21,4單2雙,50000000,2
553,104098,2015/11/20(星期五),04091039404208,144,24,2單4雙,0,0
554,104097,2015/11/17(星期二),02072631444736,157,26,3單3雙,0,0
555,104096,2015/11/13(星期五),01111618313319,110,18,4單2雙,225781061,1
556,104095,2015/11/10(星期二),07101127284521,128,21,4單2雙,0,0
557,104094,2015/11/6(星期五),08242730454942,183,31,3單3雙,0,0
558,104093,2015/11/3(星期二),08162228454813,167,28,1單5雙,0,0
559,104092,2015/10/30(星期五),03060815203040,82,14,2單4雙,0,0
560,104091,2015/10/27(星期二),07081017343643,112,19,2單4雙,0,0
561,104090,2015/10/23(星期五),01164143464725,194,32,4單2雙,0,0
562,104089,2015/10/20(星期二),12173237383927,175,29,3單3雙,0,0
563,104088,2015/10/16(星期五),20252931404421,189,32,3單3雙,0,0
564,104087,2015/10/13(星期二),24293132444939,209,35,3單3雙,0,0
565,104086,2015/10/9(星期五),02082227354324,137,23,3單3雙,0,0
566,104085,2015/10/6(星期二),03081028384713,134,22,2單4雙,100000000,1
567,104084,2015/10/2(星期五),11153641444535,192,32,4單2雙,0,0
568,104083,2015/9/29(星期二),01032531354415,139,23,5單1雙,100000000,1
569,104082,2015/9/25(星期五),09132125383902,145,24,5單1雙,138115453,3
570,104081,2015/9/22(星期二),06103944464730,192,32,2單4雙,0,0
571,104080,2015/9/18(星期五),06161736374128,153,26,3單3雙,0,0
572,104079,2015/9/15(星期二),02133031344439,154,26,2單4雙,0,0
573,104078,2015/9/11(星期五),05101829414430,147,25,3單3雙,0,0
574,104077,2015/9/8(星期二),08283132364309,178,30,2單4雙,0,0
575,104076,2015/9/4(星期五),19204446474909,225,38,3單3雙,0,0
576,104075,2015/9/1(星期二),09181920404803,154,26,2單4雙,0,0
577,104074,2015/8/28(星期五),08111215404616,132,22,2單4雙,0,0
578,104073,2015/8/25(星期二),13152226454749,168,28,4單2雙,0,0
579,104072,2015/8/21(星期五),10152021273645,129,22,3單3雙,0,0
580,104071,2015/8/18(星期二),08202930424921,178,30,2單4雙,0,0
581,104070,2015/8/14(星期五),05131423244235,121,20,3單3雙,0,0
582,104069,2015/8/11(星期二),01023543454614,172,29,4單2雙,100000000,1
583,104068,2015/8/7(星期五),25262728363738,179,30,3單3雙,0,0
584,104067,2015/8/4(星期二),03121719384843,137,23,3單3雙,0,0
585,104066,2015/7/31(星期五),13161830324029,149,25,1單5雙,312162640,1
586,104065,2015/7/28(星期二),06152732444916,173,29,3單3雙,0,0
587,104064,2015/7/24(星期五),10122533394229,161,27,3單3雙,0,0
588,104063,2015/7/21(星期二),08091639404428,156,26,2單4雙,0,0
589,104062,2015/7/17(星期五),04072027334038,131,22,3單3雙,0,0
590,104061,2015/7/14(星期二),10121419304541,130,22,2單4雙,0,0
591,104060,2015/7/10(星期五),05061326294733,126,21,4單2雙,0,0
592,104059,2015/7/7(星期二),01142733424641,163,27,3單3雙,0,0
593,104058,2015/7/3(星期五),21232829414624,188,31,4單2雙,0,0
594,104057,2015/6/30(星期二),18193235464847,198,33,2單4雙,0,0
595,104056,2015/6/26(星期五),05061228294107,121,20,3單3雙,0,0
596,104055,2015/6/23(星期二),02133335434505,171,29,5單1雙,0,0
597,104054,2015/6/19(星期五),03051118253815,100,17,4單2雙,0,0
598,104053,2015/6/16(星期二),03042535414507,153,26,5單1雙,190720037,1
599,104052,2015/6/12(星期五),08192224262818,127,21,1單5雙,0,0
600,104051,2015/6/9(星期二),03202734374412,165,28,3單3雙,0,0
601,104050,2015/6/5(星期五),08213235414834,185,31,3單3雙,0,0
602,104049,2015/6/2(星期二),01071920464713,140,23,4單2雙,491586006,1
603,104048,2015/5/29(星期五),02051128323424,112,19,2單4雙,0,0
604,104047,2015/5/26(星期二),02101120264530,114,19,2單4雙,0,0
605,104046,2015/5/22(星期五),03212328374305,155,26,5單1雙,0,0
606,104045,2015/5/19(星期二),15162939424614,187,31,3單3雙,0,0
607,104044,2015/5/15(星期五),03061827293240,115,19,3單3雙,0,0
608,104043,2015/5/12(星期二),01132329313317,130,22,6單0雙,0,0
609,104042,2015/5/8(星期五),02101528444939,148,25,2單4雙,0,0
610,104041,2015/5/5(星期二),08284142444930,212,35,2單4雙,0,0
611,104040,2015/5/1(星期五),08152529474909,173,29,5單1雙,0,0
612,104039,2015/4/28(星期二),03051226364423,126,21,2單4雙,0,0
613,104038,2015/4/24(星期五),13253135414649,191,32,5單1雙,0,0
614,104037,2015/4/21(星期二),01031122293330,99,17,5單1雙,0,0
615,104036,2015/4/17(星期五),26323336454739,219,37,3單3雙,0,0
616,104035,2015/4/14(星期二),01222338484911,181,30,3單3雙,0,0
617,104034,2015/4/10(星期五),10111720424413,144,24,2單4雙,0,0
618,104033,2015/4/7(星期二),11171933454704,172,29,6單0雙,0,0
619,104032,2015/4/3(星期五),13323640424341,206,34,2單4雙,100000000,1
620,104031,2015/3/31(星期二),02041325324315,119,20,3單3雙,0,0
621,104030,2015/3/27(星期五),12131518243639,118,20,2單4雙,0,0
622,104029,2015/3/24(星期二),03040609172428,63,11,3單3雙,459610909,1
623,104028,2015/3/20(星期五),04070913294608,108,18,4單2雙,0,0
624,104027,2015/3/17(星期二),05323640424901,204,34,2單4雙,0,0
625,104026,2015/3/13(星期五),06091416223311,100,17,2單4雙,0,0
626,104025,2015/3/10(星期二),03112534464742,166,28,4單2雙,0,0
627,104024,2015/3/6(星期五),06212235374429,165,28,3單3雙,0,0
628,104023,2015/3/3(星期二),04061141434621,151,25,3單3雙,0,0
629,104022,2015/2/27(星期五),02062734384345,150,25,2單4雙,0,0
630,104021,2015/2/24(星期二),03283941464809,205,34,3單3雙,0,0
631,104020,2015/2/23(星期一),14202132384323,168,28,2單4雙,100000000,1
632,104019,2015/2/22(星期日),03061234374328,135,23,3單3雙,117293852,1
633,104018,2015/2/21(星期六),02051117274020,102,17,4單2雙,0,0
634,104017,2015/2/20(星期五),05091028294541,126,21,4單2雙,141247901,3
635,104016,2015/2/19(星期四),07252731404911,179,30,5單1雙,0,0
636,104015,2015/2/18(星期三),03061516273114,98,16,4單2雙,0,0
637,104014,2015/2/17(星期二),03111523404613,138,23,4單2雙,0,0
638,104013,2015/2/13(星期五),01091525293538,114,19,6單0雙,0,0
639,104012,2015/2/10(星期二),14152629354409,169,28,3單3雙,0,0
640,104011,2015/2/6(星期五),05112936424648,169,28,3單3雙,206591119,1
641,104010,2015/2/3(星期二),05131516183008,97,16,3單3雙,0,0
642,104009,2015/1/30(星期五),03142435394428,159,27,3單3雙,0,0
643,104008,2015/1/27(星期二),04091521274506,121,20,5單1雙,0,0
644,104007,2015/1/23(星期五),08162038394229,163,27,1單5雙,0,0
645,104006,2015/1/20(星期二),09242835454748,188,31,4單2雙,0,0
646,104005,2015/1/16(星期五),02172832384649,163,27,1單5雙,0,0
647,104004,2015/1/13(星期二),02141622374649,137,23,1單5雙,0,0
648,104003,2015/1/9(星期五),07081821232411,101,17,3單3雙,323240264,1
649,104002,2015/1/6(星期二),11162930374313,166,28,4單2雙,0,0
650,104001,2015/1/2(星期五),13222329314806,166,28,4單2雙,0,0
651,103108,2014/12/30(星期二),07303244484945,210,35,2單4雙,0,0
652,103107,2014/12/26(星期五),09273242454930,204,34,4單2雙,0,0
653,103106,2014/12/23(星期二),03273031323935,162,27,4單2雙,0,0
654,103105,2014/12/19(星期五),01092432414940,156,26,4單2雙,0,0
655,103104,2014/12/16(星期二),17283234354508,191,32,3單3雙,0,0
656,103103,2014/12/12(星期五),07082429324837,148,25,2單4雙,0,0
657,103102,2014/12/9(星期二),07092333414324,156,26,6單0雙,0,0
658,103101,2014/12/5(星期五),11183034374717,177,30,3單3雙,0,0
659,103100,2014/12/2(星期二),09111323264247,124,21,4單2雙,100000000,1
660,103099,2014/11/28(星期五),01102135404436,151,25,3單3雙,0,0
661,103098,2014/11/25(星期二),01151632444840,156,26,2單4雙,138362345,2
662,103097,2014/11/21(星期五),02032226323440,119,20,1單5雙,0,0
663,103096,2014/11/18(星期二),11122026284306,140,23,2單4雙,0,0
664,103095,2014/11/14(星期五),15162934414449,179,30,3單3雙,0,0
665,103094,2014/11/11(星期二),05111823364314,136,23,4單2雙,0,0
666,103093,2014/11/7(星期五),11192527404933,171,29,5單1雙,0,0
667,103092,2014/11/4(星期二),03203035384147,167,28,3單3雙,0,0
668,103091,2014/10/31(星期五),02081014274920,110,18,2單4雙,0,0
669,103090,2014/10/28(星期二),05162532374421,159,27,3單3雙,0,0
670,103089,2014/10/24(星期五),01172036374515,156,26,4單2雙,0,0
671,103088,2014/10/21(星期二),14283138424445,197,33,1單5雙,0,0
672,103087,2014/10/17(星期五),02112032333639,134,22,2單4雙,100000000,1
673,103086,2014/10/14(星期二),09101420364708,136,23,2單4雙,0,0
674,103085,2014/10/10(星期五),01111924262833,109,18,3單3雙,100000000,1
675,103084,2014/10/7(星期二),17184041454729,208,35,4單2雙,0,0
676,103083,2014/10/3(星期五),10141924353739,139,23,3單3雙,55512668,2
677,103082,2014/9/30(星期二),18353641474915,226,38,4單2雙,0,0
678,103081,2014/9/26(星期五),08151922293739,130,22,4單2雙,0,0
679,103080,2014/9/23(星期二),02112028323816,131,22,1單5雙,0,0
680,103079,2014/9/19(星期五),02061729323904,125,21,3單3雙,0,0
681,103078,2014/9/16(星期二),07121618194145,113,19,3單3雙,100000000,1
682,103077,2014/9/12(星期五),02232731364915,168,28,4單2雙,0,0
683,103076,2014/9/9(星期二),21232941424914,205,34,5單1雙,234142663,1
684,103075,2014/9/5(星期五),10162527323645,146,24,2單4雙,0,0
685,103074,2014/9/2(星期二),07083639424322,175,29,3單3雙,0,0
686,103073,2014/8/29(星期五),09102123383935,140,23,4單2雙,0,0
687,103072,2014/8/26(星期二),01171923324309,135,23,5單1雙,0,0
688,103071,2014/8/22(星期五),08162330314318,151,25,3單3雙,56080369,2
689,103070,2014/8/19(星期二),06070912141917,67,11,3單3雙,0,0
690,103069,2014/8/15(星期五),18232946474805,211,35,3單3雙,0,0
691,103068,2014/8/12(星期二),04061012344544,111,19,1單5雙,0,0
692,103067,2014/8/8(星期五),26313238424537,214,36,2單4雙,0,0
693,103066,2014/8/5(星期二),04112633404234,156,26,2單4雙,100000000,1
694,103065,2014/8/1(星期五),05082123324518,134,22,4單2雙,0,0
695,103064,2014/7/29(星期二),31323436444746,224,37,2單4雙,100000000,1
696,103063,2014/7/25(星期五),05213032354526,168,28,4單2雙,311008999,1
697,103062,2014/7/22(星期二),03091317284214,112,19,4單2雙,0,0
698,103061,2014/7/18(星期五),01021519213040,88,15,4單2雙,0,0
699,103060,2014/7/15(星期二),07182332344813,162,27,2單4雙,0,0
700,103059,2014/7/11(星期五),01071415183033,85,14,3單3雙,0,0
701,103058,2014/7/8(星期二),10222533394738,176,29,4單2雙,0,0
702,103057,2014/7/4(星期五),03141724274828,133,22,3單3雙,0,0
703,103056,2014/7/1(星期二),06070809214818,99,17,3單3雙,0,0
704,103055,2014/6/27(星期五),13212734353624,166,28,4單2雙,0,0
705,103054,2014/6/24(星期二),01081214404115,116,19,2單4雙,0,0
706,103053,2014/6/20(星期五),12141633364748,158,26,2單4雙,0,0
707,103052,2014/6/17(星期二),03061820254812,120,20,2單4雙,0,0
708,103051,2014/6/13(星期五),04212832374216,164,27,2單4雙,100267089,1
709,103050,2014/6/10(星期二),03112832333530,142,24,4單2雙,0,0
710,103049,2014/6/6(星期五),25294041474948,231,39,5單1雙,0,0
711,103048,2014/6/3(星期二),16313233354446,191,32,3單3雙,0,0
712,103047,2014/5/30(星期五),09172124303515,136,23,4單2雙,362632865,1
713,103046,2014/5/27(星期二),10192326323916,149,25,3單3雙,0,0
714,103045,2014/5/23(星期五),11172227304615,153,26,3單3雙,0,0
715,103044,2014/5/20(星期二),06133033343538,151,25,3單3雙,0,0
716,103043,2014/5/16(星期五),14313841424529,211,35,3單3雙,0,0
717,103042,2014/5/13(星期二),15202931324423,171,29,3單3雙,0,0
718,103041,2014/5/9(星期五),01111321273703,110,18,6單0雙,57837022,2
719,103040,2014/5/6(星期二),10253539404631,195,33,3單3雙,0,0
720,103039,2014/5/2(星期五),01072325374012,133,22,5單1雙,0,0
721,103038,2014/4/29(星期二),02092730444622,158,26,2單4雙,0,0
722,103037,2014/4/25(星期五),04243435384630,181,30,1單5雙,0,0
723,103036,2014/4/22(星期二),11121518203742,113,19,3單3雙,100000000,1
724,103035,2014/4/18(星期五),08091540444824,164,27,2單4雙,0,0
725,103034,2014/4/15(星期二),05082426354441,142,24,2單4雙,50000000,2
726,103033,2014/4/11(星期五),01030409121715,46,8,4單2雙,100000000,1
727,103032,2014/4/8(星期二),01141727284511,132,22,4單2雙,0,0
728,103031,2014/4/4(星期五),08243537414723,192,32,4單2雙,0,0
729,103030,2014/4/1(星期二),18222930464706,192,32,2單4雙,157172974,1
730,103029,2014/3/28(星期五),09182335364741,168,28,4單2雙,0,0
731,103028,2014/3/25(星期二),19232530424716,186,31,4單2雙,0,0
732,103027,2014/3/21(星期五),08182631464720,176,29,2單4雙,0,0
733,103026,2014/3/18(星期二),12262835394016,180,30,2單4雙,0,0
734,103025,2014/3/14(星期五),02082740414728,165,28,3單3雙,0,0
735,103024,2014/3/11(星期二),13151620404314,147,25,3單3雙,100000000,1
736,103023,2014/3/7(星期五),06182630373816,155,26,1單5雙,100000000,1
737,103022,2014/3/4(星期二),08263537404306,189,32,3單3雙,100000000,1
738,103021,2014/2/28(星期五),13171824283237,132,22,2單4雙,0,0
739,103020,2014/2/25(星期二),03050912134604,88,15,4單2雙,164469923,1
740,103019,2014/2/21(星期五),11122328404809,162,27,2單4雙,0,0
741,103018,2014/2/18(星期二),06192026324735,150,25,2單4雙,0,0
742,103017,2014/2/14(星期五),10192024334801,154,26,2單4雙,0,0
743,103016,2014/2/11(星期二),06152122314441,139,23,3單3雙,0,0
744,103015,2014/2/7(星期五),05111221222825,99,17,3單3雙,242618662,1
745,103014,2014/2/4(星期二),08121932424628,159,27,1單5雙,0,0
746,103013,2014/2/3(星期一),01021617273048,93,16,3單3雙,50000000,2
747,103012,2014/2/2(星期日),03131419244505,118,20,4單2雙,100000000,1
748,103011,2014/2/1(星期六),06091319363727,120,20,4單2雙,224819074,2
749,103010,2014/1/31(星期五),17232738484919,202,34,4單2雙,0,0
750,103009,2014/1/30(星期四),09224445484908,217,36,3單3雙,0,0
751,103008,2014/1/28(星期二),01020507263024,71,12,3單3雙,80491735,2
752,103007,2014/1/24(星期五),01042029414536,140,23,4單2雙,0,0
753,103006,2014/1/21(星期二),12152238434409,174,29,2單4雙,0,0
754,103005,2014/1/17(星期五),13152026293637,139,23,3單3雙,0,0
755,103004,2014/1/14(星期二),02112141454926,169,28,5單1雙,0,0
756,103003,2014/1/10(星期五),07171930323703,142,24,4單2雙,100000000,1
757,103002,2014/1/7(星期二),01072125353639,125,21,5單1雙,0,0
758,103001,2014/1/3(星期五),11182021353708,142,24,4單2雙,0,0
759,102108,2013/12/31(星期二),05272936404235,179,30,3單3雙,233259952,1
760,102107,2013/12/27(星期五),02121631394318,143,24,3單3雙,0,0
761,102106,2013/12/24(星期二),09212433364303,166,28,4單2雙,0,0
762,102105,2013/12/20(星期五),08091417254527,118,20,4單2雙,0,0
763,102104,2013/12/17(星期二),01040914222820,78,13,2單4雙,0,0
764,102103,2013/12/13(星期五),10162628414842,169,28,1單5雙,0,0
765,102102,2013/12/10(星期二),06112734424921,169,28,3單3雙,0,0
766,102101,2013/12/6(星期五),04060810153613,79,13,1單5雙,477166417,1
767,102100,2013/12/3(星期二),08101738444940,166,28,2單4雙,0,0
